"NAME","ITEM","zip"
"SAMPLE_84","ABC0084",1194
"SAMPLE_85","ABC0085",1195
"SAMPLE_86","ABC0086",1196
"SAMPLE_87","ABC0087",1197
"SAMPLE_88","ABC0088",1198
"SAMPLE_89","ABC0089",1199
"SAMPLE_90","ABC0090",1200
"SAMPLE_91","ABC0091",1201
"SAMPLE_92","ABC0092",1202
"SAMPLE_93","ABC0093",1203
"SAMPLE_94","ABC0094",1204
"SAMPLE_95","ABC0095",1205
"SAMPLE_96","ABC0096",1206
"SAMPLE_97","ABC0097",1207
"SAMPLE_98","ABC0098",1208
"SAMPLE_99","ABC0099",1209
"SAMPLE_100","ABC0100",1210
"SAMPLE_101","ABC0101",1211
"SAMPLE_102","ABC0102",1212
"SAMPLE_103","ABC0103",1213
"SAMPLE_104","ABC0104",1214
"SAMPLE_105","ABC0105",1215
"SAMPLE_106","ABC0106",1216
"SAMPLE_107","ABC0107",1217
"SAMPLE_108","ABC0108",1218
"SAMPLE_109","ABC0109",1219
"SAMPLE_110","ABC0110",1220
"SAMPLE_111","ABC0111",1221
"SAMPLE_112","ABC0112",1222
"SAMPLE_113","ABC0113",1223
"SAMPLE_114","ABC0114",1224
"SAMPLE_115","ABC0115",1225
"SAMPLE_116","ABC0116",1226
"SAMPLE_117","ABC0117",1227
"SAMPLE_118","ABC0118",1228
"SAMPLE_119","ABC0119",1229
"SAMPLE_120","ABC0120",1230
"SAMPLE_121","ABC0121",1231
"SAMPLE_122","ABC0122",1232
"SAMPLE_123","ABC0123",1233
"SAMPLE_124","ABC0124",1234
"SAMPLE_125","ABC0125",1235
"SAMPLE_126","ABC0126",1236
"SAMPLE_127","ABC0127",1237
"SAMPLE_128","ABC0128",1238
"SAMPLE_129","ABC0129",1239
"SAMPLE_130","ABC0130",1240
"SAMPLE_131","ABC0131",1241
"SAMPLE_132","ABC0132",1242
"SAMPLE_133","ABC0133",1243
"SAMPLE_134","ABC0134",1244
"SAMPLE_135","ABC0135",1245
"SAMPLE_136","ABC0136",1246
"SAMPLE_137","ABC0137",1247
"SAMPLE_138","ABC0138",1248
"SAMPLE_139","ABC0139",1249
"SAMPLE_140","ABC0140",1250
"SAMPLE_141","ABC0141",1251
"SAMPLE_142","ABC0142",1252
"SAMPLE_143","ABC0143",1253
"SAMPLE_144","ABC0144",1254
"SAMPLE_145","ABC0145",1255
"SAMPLE_146","ABC0146",1256
"SAMPLE_147","ABC0147",1257
"SAMPLE_148","ABC0148",1258
"SAMPLE_149","ABC0149",1259
"SAMPLE_150","ABC0150",1260
"SAMPLE_151","ABC0151",1261
"SAMPLE_152","ABC0152",1262
"SAMPLE_153","ABC0153",1263
"SAMPLE_154","ABC0154",1264
"SAMPLE_155","ABC0155",1265
"SAMPLE_156","ABC0156",1266
"SAMPLE_157","ABC0157",1267
"SAMPLE_158","ABC0158",1268
"SAMPLE_159","ABC0159",1269
"SAMPLE_160","ABC0160",1270
"SAMPLE_161","ABC0161",1271
"SAMPLE_162","ABC0162",1272
"SAMPLE_163","ABC0163",1273
"SAMPLE_164","ABC0164",1274
"SAMPLE_165","ABC0165",1275
"SAMPLE_166","ABC0166",1276
"SAMPLE_167","ABC0167",1277
"SAMPLE_168","ABC0168",1278
"SAMPLE_169","ABC0169",1279
"SAMPLE_170","ABC0170",1280
"SAMPLE_171","ABC0171",1281
"SAMPLE_172","ABC0172",1282
"SAMPLE_173","ABC0173",1283
"SAMPLE_174","ABC0174",1284
"SAMPLE_175","ABC0175",1285
"SAMPLE_176","ABC0176",1286
"SAMPLE_177","ABC0177",1287
"SAMPLE_178","ABC0178",1288
"SAMPLE_179","ABC0179",1289
"SAMPLE_180","ABC0180",1290
"SAMPLE_181","ABC0181",1291
"SAMPLE_182","ABC0182",1292
"SAMPLE_183","ABC0183",1293
"SAMPLE_184","ABC0184",1294
"SAMPLE_185","ABC0185",1295
"SAMPLE_186","ABC0186",1296
"SAMPLE_187","ABC0187",1297
"SAMPLE_188","ABC0188",1298
"SAMPLE_189","ABC0189",1299
"SAMPLE_190","ABC0190",1300
"SAMPLE_191","ABC0191",1301
"SAMPLE_192","ABC0192",1302
"SAMPLE_193","ABC0193",1303
"SAMPLE_194","ABC0194",1304
"SAMPLE_195","ABC0195",1305
"SAMPLE_196","ABC0196",1306
"SAMPLE_197","ABC0197",1307
"SAMPLE_198","ABC0198",1308
"SAMPLE_199","ABC0199",1309
"SAMPLE_200","ABC0200",1310
"SAMPLE_201","ABC0201",1311
"SAMPLE_202","ABC0202",1312
"SAMPLE_203","ABC0203",1313
"SAMPLE_204","ABC0204",1314
"SAMPLE_205","ABC0205",1315
"SAMPLE_206","ABC0206",1316
"SAMPLE_207","ABC0207",1317
"SAMPLE_208","ABC0208",1318
"SAMPLE_209","ABC0209",1319
"SAMPLE_210","ABC0210",1320
"SAMPLE_211","ABC0211",1321
"SAMPLE_212","ABC0212",1322
"SAMPLE_213","ABC0213",1323
"SAMPLE_214","ABC0214",1324
"SAMPLE_215","ABC0215",1325
"SAMPLE_216","ABC0216",1326
"SAMPLE_217","ABC0217",1327
"SAMPLE_218","ABC0218",1328
"SAMPLE_219","ABC0219",1329
"SAMPLE_220","ABC0220",1330
"SAMPLE_221","ABC0221",1331
"SAMPLE_222","ABC0222",1332
"SAMPLE_223","ABC0223",1333
"SAMPLE_224","ABC0224",1334
"SAMPLE_225","ABC0225",1335
"SAMPLE_226","ABC0226",1336
"SAMPLE_227","ABC0227",1337
"SAMPLE_228","ABC0228",1338
"SAMPLE_229","ABC0229",1339
"SAMPLE_230","ABC0230",1340
"SAMPLE_231","ABC0231",1341
"SAMPLE_232","ABC0232",1342
"SAMPLE_233","ABC0233",1343
"SAMPLE_234","ABC0234",1344
"SAMPLE_235","ABC0235",1345
"SAMPLE_236","ABC0236",1346
"SAMPLE_237","ABC0237",1347
"SAMPLE_238","ABC0238",1348
"SAMPLE_239","ABC0239",1349
"SAMPLE_240","ABC0240",1350
"SAMPLE_241","ABC0241",1351
"SAMPLE_242","ABC0242",1352
"SAMPLE_243","ABC0243",1353
"SAMPLE_244","ABC0244",1354
"SAMPLE_245","ABC0245",1355
"SAMPLE_246","ABC0246",1356
"SAMPLE_247","ABC0247",1357
"SAMPLE_248","ABC0248",1358
"SAMPLE_249","ABC0249",1359
"SAMPLE_250","ABC0250",1360
"SAMPLE_251","ABC0251",1361
"SAMPLE_252","ABC0252",1362
"SAMPLE_253","ABC0253",1363
"SAMPLE_254","ABC0254",1364
"SAMPLE_255","ABC0255",1365
"SAMPLE_256","ABC0256",1366
"SAMPLE_257","ABC0257",1367
"SAMPLE_258","ABC0258",1368
"SAMPLE_259","ABC0259",1369
"SAMPLE_260","ABC0260",1370
"SAMPLE_261","ABC0261",1371
"SAMPLE_262","ABC0262",1372
"SAMPLE_263","ABC0263",1373
"SAMPLE_264","ABC0264",1374
"SAMPLE_265","ABC0265",1375
"SAMPLE_266","ABC0266",1376
"SAMPLE_267","ABC0267",1377
"SAMPLE_268","ABC0268",1378
"SAMPLE_269","ABC0269",1379
"SAMPLE_270","ABC0270",1380
"SAMPLE_271","ABC0271",1381
"SAMPLE_272","ABC0272",1382
"SAMPLE_273","ABC0273",1383
"SAMPLE_274","ABC0274",1384
"SAMPLE_275","ABC0275",1385
"SAMPLE_276","ABC0276",1386
"SAMPLE_277","ABC0277",1387
"SAMPLE_278","ABC0278",1388
"SAMPLE_279","ABC0279",1389
"SAMPLE_280","ABC0280",1390
"SAMPLE_281","ABC0281",1391
"SAMPLE_282","ABC0282",1392
"SAMPLE_283","ABC0283",1393
"SAMPLE_284","ABC0284",1394
"SAMPLE_285","ABC0285",1395
"SAMPLE_286","ABC0286",1396
"SAMPLE_287","ABC0287",1397
"SAMPLE_288","ABC0288",1398
"SAMPLE_289","ABC0289",1399
"SAMPLE_290","ABC0290",1400
"SAMPLE_291","ABC0291",1401
"SAMPLE_292","ABC0292",1402
"SAMPLE_293","ABC0293",1403
"SAMPLE_294","ABC0294",1404
"SAMPLE_295","ABC0295",1405
"SAMPLE_296","ABC0296",1406
"SAMPLE_297","ABC0297",1407
"SAMPLE_298","ABC0298",1408
"SAMPLE_299","ABC0299",1409
"SAMPLE_300","ABC0300",1410
"SAMPLE_301","ABC0301",1411
"SAMPLE_302","ABC0302",1412
"SAMPLE_303","ABC0303",1413
"SAMPLE_304","ABC0304",1414
"SAMPLE_305","ABC0305",1415
"SAMPLE_306","ABC0306",1416
"SAMPLE_307","ABC0307",1417
"SAMPLE_308","ABC0308",1418
"SAMPLE_309","ABC0309",1419
"SAMPLE_310","ABC0310",1420
"SAMPLE_311","ABC0311",1421
"SAMPLE_312","ABC0312",1422
"SAMPLE_313","ABC0313",1423
"SAMPLE_314","ABC0314",1424
"SAMPLE_315","ABC0315",1425
"SAMPLE_316","ABC0316",1426
"SAMPLE_317","ABC0317",1427
"SAMPLE_318","ABC0318",1428
"SAMPLE_319","ABC0319",1429
"SAMPLE_320","ABC0320",1430
"SAMPLE_321","ABC0321",1431
"SAMPLE_322","ABC0322",1432
"SAMPLE_323","ABC0323",1433
"SAMPLE_324","ABC0324",1434
"SAMPLE_325","ABC0325",1435
"SAMPLE_326","ABC0326",1436
"SAMPLE_327","ABC0327",1437
"SAMPLE_328","ABC0328",1438
"SAMPLE_329","ABC0329",1439
"SAMPLE_330","ABC0330",1440
"SAMPLE_331","ABC0331",1441
"SAMPLE_332","ABC0332",1442
"SAMPLE_333","ABC0333",1443
"SAMPLE_334","ABC0334",1444
"SAMPLE_335","ABC0335",1445
"SAMPLE_336","ABC0336",1446
"SAMPLE_337","ABC0337",1447
"SAMPLE_338","ABC0338",1448
"SAMPLE_339","ABC0339",1449
"SAMPLE_340","ABC0340",1450
"SAMPLE_341","ABC0341",1451
"SAMPLE_342","ABC0342",1452
"SAMPLE_343","ABC0343",1453
"SAMPLE_344","ABC0344",1454
"SAMPLE_345","ABC0345",1455
"SAMPLE_346","ABC0346",1456
"SAMPLE_347","ABC0347",1457
"SAMPLE_348","ABC0348",1458
"SAMPLE_349","ABC0349",1459
"SAMPLE_350","ABC0350",1460
"SAMPLE_351","ABC0351",1461
"SAMPLE_352","ABC0352",1462
"SAMPLE_353","ABC0353",1463
"SAMPLE_354","ABC0354",1464
"SAMPLE_355","ABC0355",1465
"SAMPLE_356","ABC0356",1466
"SAMPLE_357","ABC0357",1467
"SAMPLE_358","ABC0358",1468
"SAMPLE_359","ABC0359",1469
"SAMPLE_360","ABC0360",1470
"SAMPLE_361","ABC0361",1471
"SAMPLE_362","ABC0362",1472
"SAMPLE_363","ABC0363",1473
"SAMPLE_364","ABC0364",1474
"SAMPLE_365","ABC0365",1475
"SAMPLE_366","ABC0366",1476
"SAMPLE_367","ABC0367",1477
"SAMPLE_368","ABC0368",1478
"SAMPLE_369","ABC0369",1479
"SAMPLE_370","ABC0370",1480
"SAMPLE_371","ABC0371",1481
"SAMPLE_372","ABC0372",1482
"SAMPLE_373","ABC0373",1483
"SAMPLE_374","ABC0374",1484
"SAMPLE_375","ABC0375",1485
"SAMPLE_376","ABC0376",1486
"SAMPLE_377","ABC0377",1487
"SAMPLE_378","ABC0378",1488
"SAMPLE_379","ABC0379",1489
"SAMPLE_380","ABC0380",1490
"SAMPLE_381","ABC0381",1491
"SAMPLE_382","ABC0382",1492
"SAMPLE_383","ABC0383",1493
"SAMPLE_384","ABC0384",1494
"SAMPLE_385","ABC0385",1495
"SAMPLE_386","ABC0386",1496
"SAMPLE_387","ABC0387",1497
"SAMPLE_388","ABC0388",1498
"SAMPLE_389","ABC0389",1499
"SAMPLE_390","ABC0390",1500
"SAMPLE_391","ABC0391",1501
"SAMPLE_392","ABC0392",1502
"SAMPLE_393","ABC0393",1503
"SAMPLE_394","ABC0394",1504
"SAMPLE_395","ABC0395",1505
"SAMPLE_396","ABC0396",1506
"SAMPLE_397","ABC0397",1507
"SAMPLE_398","ABC0398",1508
"SAMPLE_399","ABC0399",1509
"SAMPLE_400","ABC0400",1510
"SAMPLE_401","ABC0401",1511
"SAMPLE_402","ABC0402",1512
"SAMPLE_403","ABC0403",1513
"SAMPLE_404","ABC0404",1514
"SAMPLE_405","ABC0405",1515
"SAMPLE_406","ABC0406",1516
"SAMPLE_407","ABC0407",1517
"SAMPLE_408","ABC0408",1518
"SAMPLE_409","ABC0409",1519
"SAMPLE_410","ABC0410",1520
"SAMPLE_411","ABC0411",1521
"SAMPLE_412","ABC0412",1522
"SAMPLE_413","ABC0413",1523
"SAMPLE_414","ABC0414",1524
"SAMPLE_415","ABC0415",1525
"SAMPLE_416","ABC0416",1526
"SAMPLE_417","ABC0417",1527
"SAMPLE_418","ABC0418",1528
"SAMPLE_419","ABC0419",1529
"SAMPLE_420","ABC0420",1530
"SAMPLE_421","ABC0421",1531
"SAMPLE_422","ABC0422",1532
"SAMPLE_423","ABC0423",1533
"SAMPLE_424","ABC0424",1534
"SAMPLE_425","ABC0425",1535
"SAMPLE_426","ABC0426",1536
"SAMPLE_427","ABC0427",1537
"SAMPLE_428","ABC0428",1538
"SAMPLE_429","ABC0429",1539
"SAMPLE_430","ABC0430",1540
"SAMPLE_431","ABC0431",1541
"SAMPLE_432","ABC0432",1542
"SAMPLE_433","ABC0433",1543
"SAMPLE_434","ABC0434",1544
"SAMPLE_435","ABC0435",1545
"SAMPLE_436","ABC0436",1546
"SAMPLE_437","ABC0437",1547
"SAMPLE_438","ABC0438",1548
"SAMPLE_439","ABC0439",1549
"SAMPLE_440","ABC0440",1550
"SAMPLE_441","ABC0441",1551
"SAMPLE_442","ABC0442",1552
"SAMPLE_443","ABC0443",1553
"SAMPLE_444","ABC0444",1554
"SAMPLE_445","ABC0445",1555
"SAMPLE_446","ABC0446",1556
"SAMPLE_447","ABC0447",1557
"SAMPLE_448","ABC0448",1558
"SAMPLE_449","ABC0449",1559
"SAMPLE_450","ABC0450",1560
"SAMPLE_451","ABC0451",1561
"SAMPLE_452","ABC0452",1562
"SAMPLE_453","ABC0453",1563
"SAMPLE_454","ABC0454",1564
"SAMPLE_455","ABC0455",1565
"SAMPLE_456","ABC0456",1566
"SAMPLE_457","ABC0457",1567
"SAMPLE_458","ABC0458",1568
"SAMPLE_459","ABC0459",1569
"SAMPLE_460","ABC0460",1570
"SAMPLE_461","ABC0461",1571
"SAMPLE_462","ABC0462",1572
"SAMPLE_463","ABC0463",1573
"SAMPLE_464","ABC0464",1574
"SAMPLE_465","ABC0465",1575
"SAMPLE_466","ABC0466",1576
"SAMPLE_467","ABC0467",1577
"SAMPLE_468","ABC0468",1578
"SAMPLE_469","ABC0469",1579
"SAMPLE_470","ABC0470",1580
"SAMPLE_471","ABC0471",1581
"SAMPLE_472","ABC0472",1582
"SAMPLE_473","ABC0473",1583
"SAMPLE_474","ABC0474",1584
"SAMPLE_475","ABC0475",1585
"SAMPLE_476","ABC0476",1586
"SAMPLE_477","ABC0477",1587
"SAMPLE_478","ABC0478",1588
"SAMPLE_479","ABC0479",1589
"SAMPLE_480","ABC0480",1590
"SAMPLE_481","ABC0481",1591
"SAMPLE_482","ABC0482",1592
"SAMPLE_483","ABC0483",1593
"SAMPLE_484","ABC0484",1594
"SAMPLE_485","ABC0485",1595
"SAMPLE_486","ABC0486",1596
"SAMPLE_487","ABC0487",1597
"SAMPLE_488","ABC0488",1598
"SAMPLE_489","ABC0489",1599
"SAMPLE_490","ABC0490",1600
"SAMPLE_491","ABC0491",1601
"SAMPLE_492","ABC0492",1602
"SAMPLE_493","ABC0493",1603
"SAMPLE_494","ABC0494",1604
"SAMPLE_495","ABC0495",1605
"SAMPLE_496","ABC0496",1606
"SAMPLE_497","ABC0497",1607
"SAMPLE_498","ABC0498",1608
"SAMPLE_499","ABC0499",1609
"SAMPLE_500","ABC0500",1610
"SAMPLE_501","ABC0501",1611
"SAMPLE_502","ABC0502",1612
"SAMPLE_503","ABC0503",1613
"SAMPLE_504","ABC0504",1614
"SAMPLE_505","ABC0505",1615
"SAMPLE_506","ABC0506",1616
"SAMPLE_507","ABC0507",1617
"SAMPLE_508","ABC0508",1618
"SAMPLE_509","ABC0509",1619
"SAMPLE_510","ABC0510",1620
"SAMPLE_511","ABC0511",1621
"SAMPLE_512","ABC0512",1622
"SAMPLE_513","ABC0513",1623
"SAMPLE_514","ABC0514",1624
"SAMPLE_515","ABC0515",1625
"SAMPLE_516","ABC0516",1626
"SAMPLE_517","ABC0517",1627
"SAMPLE_518","ABC0518",1628
"SAMPLE_519","ABC0519",1629
"SAMPLE_520","ABC0520",1630
"SAMPLE_521","ABC0521",1631
"SAMPLE_522","ABC0522",1632
"SAMPLE_523","ABC0523",1633
"SAMPLE_524","ABC0524",1634
"SAMPLE_525","ABC0525",1635
"SAMPLE_526","ABC0526",1636
"SAMPLE_527","ABC0527",1637
"SAMPLE_528","ABC0528",1638
"SAMPLE_529","ABC0529",1639
"SAMPLE_530","ABC0530",1640
"SAMPLE_531","ABC0531",1641
"SAMPLE_532","ABC0532",1642
"SAMPLE_533","ABC0533",1643
"SAMPLE_534","ABC0534",1644
"SAMPLE_535","ABC0535",1645
"SAMPLE_536","ABC0536",1646
"SAMPLE_537","ABC0537",1647
"SAMPLE_538","ABC0538",1648
"SAMPLE_539","ABC0539",1649
"SAMPLE_540","ABC0540",1650
"SAMPLE_541","ABC0541",1651
"SAMPLE_542","ABC0542",1652
"SAMPLE_543","ABC0543",1653
"SAMPLE_544","ABC0544",1654
"SAMPLE_545","ABC0545",1655
"SAMPLE_546","ABC0546",1656
"SAMPLE_547","ABC0547",1657
"SAMPLE_548","ABC0548",1658
"SAMPLE_549","ABC0549",1659
"SAMPLE_550","ABC0550",1660
"SAMPLE_551","ABC0551",1661
"SAMPLE_552","ABC0552",1662
"SAMPLE_553","ABC0553",1663
"SAMPLE_554","ABC0554",1664
"SAMPLE_555","ABC0555",1665
"SAMPLE_556","ABC0556",1666
"SAMPLE_557","ABC0557",1667
"SAMPLE_558","ABC0558",1668
"SAMPLE_559","ABC0559",1669
"SAMPLE_560","ABC0560",1670
"SAMPLE_561","ABC0561",1671
"SAMPLE_562","ABC0562",1672
"SAMPLE_563","ABC0563",1673
"SAMPLE_564","ABC0564",1674
"SAMPLE_565","ABC0565",1675
"SAMPLE_566","ABC0566",1676
"SAMPLE_567","ABC0567",1677
"SAMPLE_568","ABC0568",1678
"SAMPLE_569","ABC0569",1679
"SAMPLE_570","ABC0570",1680
"SAMPLE_571","ABC0571",1681
"SAMPLE_572","ABC0572",1682
"SAMPLE_573","ABC0573",1683
"SAMPLE_574","ABC0574",1684
"SAMPLE_575","ABC0575",1685
"SAMPLE_576","ABC0576",1686
"SAMPLE_577","ABC0577",1687
"SAMPLE_578","ABC0578",1688
"SAMPLE_579","ABC0579",1689
"SAMPLE_580","ABC0580",1690
"SAMPLE_581","ABC0581",1691
"SAMPLE_582","ABC0582",1692
"SAMPLE_583","ABC0583",1693
"SAMPLE_584","ABC0584",1694
"SAMPLE_585","ABC0585",1695
"SAMPLE_586","ABC0586",1696
"SAMPLE_587","ABC0587",1697
"SAMPLE_588","ABC0588",1698
"SAMPLE_589","ABC0589",1699
"SAMPLE_590","ABC0590",1700
"SAMPLE_591","ABC0591",1701
"SAMPLE_592","ABC0592",1702
"SAMPLE_593","ABC0593",1703
"SAMPLE_594","ABC0594",1704
"SAMPLE_595","ABC0595",1705
"SAMPLE_596","ABC0596",1706
"SAMPLE_597","ABC0597",1707
"SAMPLE_598","ABC0598",1708
"SAMPLE_599","ABC0599",1709
"SAMPLE_600","ABC0600",1710
"SAMPLE_601","ABC0601",1711
"SAMPLE_602","ABC0602",1712
"SAMPLE_603","ABC0603",1713
"SAMPLE_604","ABC0604",1714
"SAMPLE_605","ABC0605",1715
"SAMPLE_606","ABC0606",1716
"SAMPLE_607","ABC0607",1717
"SAMPLE_608","ABC0608",1718
"SAMPLE_609","ABC0609",1719
"SAMPLE_610","ABC0610",1720
"SAMPLE_611","ABC0611",1721
"SAMPLE_612","ABC0612",1722
"SAMPLE_613","ABC0613",1723
"SAMPLE_614","ABC0614",1724
"SAMPLE_615","ABC0615",1725
"SAMPLE_616","ABC0616",1726
"SAMPLE_617","ABC0617",1727
"SAMPLE_618","ABC0618",1728
"SAMPLE_619","ABC0619",1729
"SAMPLE_620","ABC0620",1730
"SAMPLE_621","ABC0621",1731
"SAMPLE_622","ABC0622",1732
"SAMPLE_623","ABC0623",1733
"SAMPLE_624","ABC0624",1734
"SAMPLE_625","ABC0625",1735
"SAMPLE_626","ABC0626",1736
"SAMPLE_627","ABC0627",1737
"SAMPLE_628","ABC0628",1738
"SAMPLE_629","ABC0629",1739
"SAMPLE_630","ABC0630",1740
"SAMPLE_631","ABC0631",1741
"SAMPLE_632","ABC0632",1742
"SAMPLE_633","ABC0633",1743
"SAMPLE_634","ABC0634",1744
"SAMPLE_635","ABC0635",1745
"SAMPLE_636","ABC0636",1746
"SAMPLE_637","ABC0637",1747
"SAMPLE_638","ABC0638",1748
"SAMPLE_639","ABC0639",1749
"SAMPLE_640","ABC0640",1750
"SAMPLE_641","ABC0641",1751
"SAMPLE_642","ABC0642",1752
"SAMPLE_643","ABC0643",1753
"SAMPLE_644","ABC0644",1754
"SAMPLE_645","ABC0645",1755
"SAMPLE_646","ABC0646",1756
"SAMPLE_647","ABC0647",1757
"SAMPLE_648","ABC0648",1758
"SAMPLE_649","ABC0649",1759
"SAMPLE_650","ABC0650",1760
"SAMPLE_651","ABC0651",1761
"SAMPLE_652","ABC0652",1762
"SAMPLE_653","ABC0653",1763
"SAMPLE_654","ABC0654",1764
"SAMPLE_655","ABC0655",1765
"SAMPLE_656","ABC0656",1766
"SAMPLE_657","ABC0657",1767
"SAMPLE_658","ABC0658",1768
"SAMPLE_659","ABC0659",1769
"SAMPLE_660","ABC0660",1770
"SAMPLE_661","ABC0661",1771
"SAMPLE_662","ABC0662",1772
"SAMPLE_663","ABC0663",1773
"SAMPLE_664","ABC0664",1774
"SAMPLE_665","ABC0665",1775
"SAMPLE_666","ABC0666",1776
"SAMPLE_667","ABC0667",1777
"SAMPLE_668","ABC0668",1778
"SAMPLE_669","ABC0669",1779
"SAMPLE_670","ABC0670",1780
"SAMPLE_671","ABC0671",1781
"SAMPLE_672","ABC0672",1782
"SAMPLE_673","ABC0673",1783
"SAMPLE_674","ABC0674",1784
"SAMPLE_675","ABC0675",1785
"SAMPLE_676","ABC0676",1786
"SAMPLE_677","ABC0677",1787
"SAMPLE_678","ABC0678",1788
"SAMPLE_679","ABC0679",1789
"SAMPLE_680","ABC0680",1790
"SAMPLE_681","ABC0681",1791
"SAMPLE_682","ABC0682",1792
"SAMPLE_683","ABC0683",1793
"SAMPLE_684","ABC0684",1794
"SAMPLE_685","ABC0685",1795
"SAMPLE_686","ABC0686",1796
"SAMPLE_687","ABC0687",1797
"SAMPLE_688","ABC0688",1798
"SAMPLE_689","ABC0689",1799
"SAMPLE_690","ABC0690",1800
"SAMPLE_691","ABC0691",1801
"SAMPLE_692","ABC0692",1802
"SAMPLE_693","ABC0693",1803
"SAMPLE_694","ABC0694",1804
"SAMPLE_695","ABC0695",1805
"SAMPLE_696","ABC0696",1806
"SAMPLE_697","ABC0697",1807
"SAMPLE_698","ABC0698",1808
"SAMPLE_699","ABC0699",1809
"SAMPLE_700","ABC0700",1810
"SAMPLE_701","ABC0701",1811
"SAMPLE_702","ABC0702",1812
"SAMPLE_703","ABC0703",1813
"SAMPLE_704","ABC0704",1814
"SAMPLE_705","ABC0705",1815
"SAMPLE_706","ABC0706",1816
"SAMPLE_707","ABC0707",1817
"SAMPLE_708","ABC0708",1818
"SAMPLE_709","ABC0709",1819
"SAMPLE_710","ABC0710",1820
"SAMPLE_711","ABC0711",1821
"SAMPLE_712","ABC0712",1822
"SAMPLE_713","ABC0713",1823
"SAMPLE_714","ABC0714",1824
"SAMPLE_715","ABC0715",1825
"SAMPLE_716","ABC0716",1826
"SAMPLE_717","ABC0717",1827
"SAMPLE_718","ABC0718",1828
"SAMPLE_719","ABC0719",1829
"SAMPLE_720","ABC0720",1830
"SAMPLE_721","ABC0721",1831
"SAMPLE_722","ABC0722",1832
"SAMPLE_723","ABC0723",1833
"SAMPLE_724","ABC0724",1834
"SAMPLE_725","ABC0725",1835
"SAMPLE_726","ABC0726",1836
"SAMPLE_727","ABC0727",1837
"SAMPLE_728","ABC0728",1838
"SAMPLE_729","ABC0729",1839
"SAMPLE_730","ABC0730",1840
"SAMPLE_731","ABC0731",1841
"SAMPLE_732","ABC0732",1842
"SAMPLE_733","ABC0733",1843
"SAMPLE_734","ABC0734",1844
"SAMPLE_735","ABC0735",1845
